count,hate_speech_count,offensive_language_count,neither_count,class,label_name,dataset_index,P_non_tox_source,P_tox_source,toxic_bert_positive
3,0,3,0,1,offensive language,20629,0.010670006,0.98933,True
6,0,5,1,1,offensive language,21989,0.0068193674,0.99318063,True
3,1,2,0,1,offensive language,11800,0.036371708,0.9636283,True
3,0,3,0,1,offensive language,132,0.0019367337,0.99806327,True
3,2,1,0,0,hate speech,3657,0.003142953,0.99685705,True
3,1,2,0,1,offensive language,16219,0.045705676,0.9542943,True
3,0,3,0,1,offensive language,24501,0.0029418468,0.99705815,True
3,0,3,0,1,offensive language,16326,0.12888157,0.8711184,True
3,0,3,0,1,offensive language,17360,0.106009185,0.8939908,True
3,0,3,0,1,offensive language,23677,0.011182666,0.98881733,True
3,0,2,1,1,offensive language,8685,0.085087776,0.9149122,True
3,0,3,0,1,offensive language,18796,0.09494007,0.90505993,True
3,3,0,0,0,hate speech,9327,0.0017034411,0.99829656,True
3,0,3,0,1,offensive language,6999,0.005860448,0.99413955,True
3,0,3,0,1,offensive language,6494,0.07959068,0.9204093,True
3,0,3,0,1,offensive language,7867,0.0030528903,0.9969471,True
3,0,3,0,1,offensive language,6838,0.9744796,0.025520356,False
3,0,3,0,1,offensive language,23230,0.030741215,0.9692588,True
3,0,3,0,1,offensive language,8054,0.002468586,0.9975314,True
3,3,0,0,0,hate speech,14760,0.020942152,0.97905785,True
3,0,3,0,1,offensive language,8551,0.03395182,0.9660482,True
4,0,4,0,1,offensive language,5429,0.0100412965,0.9899587,True
3,1,2,0,1,offensive language,17545,0.052205384,0.9477946,True
3,0,3,0,1,offensive language,24283,0.9865988,0.013401201,False
3,0,2,1,1,offensive language,19757,0.18442059,0.8155794,True
3,1,2,0,1,offensive language,22357,0.53811896,0.461881,False
3,0,3,0,1,offensive language,2990,0.001704514,0.9982955,True
3,1,2,0,1,offensive language,23498,0.008068502,0.9919315,True
3,1,2,0,1,offensive language,19501,0.11258423,0.88741577,True
3,2,1,0,0,hate speech,19630,0.010181844,0.98981816,True
3,0,3,0,1,offensive language,18011,0.11218959,0.8878104,True
3,0,3,0,1,offensive language,17563,0.0069571733,0.9930428,True
3,0,3,0,1,offensive language,15940,0.089808404,0.9101916,True
3,0,2,1,1,offensive language,2246,0.003862083,0.9961379,True
3,0,3,0,1,offensive language,11367,0.054724634,0.94527537,True
3,0,3,0,1,offensive language,21130,0.81450826,0.18549173,False
3,0,3,0,1,offensive language,24269,0.015617788,0.9843822,True
3,0,3,0,1,offensive language,236,0.9957909,0.0042090896,False
6,0,5,1,1,offensive language,1010,0.99669015,0.0033098261,False
3,2,1,0,0,hate speech,9272,0.0013906956,0.9986093,True
3,0,3,0,1,offensive language,3820,0.0745576,0.9254424,True
3,0,3,0,1,offensive language,23729,0.0020580888,0.9979419,True
3,0,3,0,1,offensive language,14157,0.11904597,0.880954,True
3,0,3,0,1,offensive language,1819,0.017931283,0.9820687,True
3,0,3,0,1,offensive language,16201,0.007450342,0.99254966,True
3,0,3,0,1,offensive language,12506,0.0027697682,0.99723023,True
3,2,1,0,0,hate speech,6271,0.21289825,0.78710175,True
3,0,3,0,1,offensive language,6248,0.0033025742,0.9966974,True
3,0,2,1,1,offensive language,22740,0.17779744,0.82220256,True
3,2,1,0,0,hate speech,4734,0.28729004,0.71270996,True
3,0,3,0,1,offensive language,12910,0.9877599,0.0122401165,False
3,0,2,1,1,offensive language,6119,0.3222412,0.6777588,True
3,1,2,0,1,offensive language,13850,0.023322165,0.97667783,True
3,1,2,0,1,offensive language,13375,0.0017902851,0.9982097,True
3,1,2,0,1,offensive language,21510,0.014291048,0.98570895,True
3,0,3,0,1,offensive language,3435,0.0041919947,0.995808,True
6,0,6,0,1,offensive language,24108,0.03967446,0.96032554,True
3,0,3,0,1,offensive language,2608,0.0021492243,0.9978508,True
3,0,3,0,1,offensive language,5973,0.004476905,0.9955231,True
3,0,3,0,1,offensive language,7083,0.05965185,0.94034815,True
3,0,3,0,1,offensive language,19774,0.19215065,0.80784935,True
3,0,3,0,1,offensive language,17989,0.012889266,0.98711073,True
4,0,4,0,1,offensive language,8529,0.09635335,0.90364665,True
3,0,3,0,1,offensive language,5288,0.012512922,0.9874871,True
3,0,3,0,1,offensive language,8574,0.0016682744,0.9983317,True
3,0,3,0,1,offensive language,23781,0.0077235103,0.9922765,True
6,1,5,0,1,offensive language,9457,0.05883813,0.9411619,True
3,1,2,0,1,offensive language,23324,0.013573408,0.9864266,True
6,1,5,0,1,offensive language,2038,0.029365242,0.97063476,True
3,2,1,0,0,hate speech,17787,0.008183062,0.99181694,True
3,0,3,0,1,offensive language,1794,0.075237274,0.9247627,True
3,0,3,0,1,offensive language,4844,0.08050841,0.9194916,True
3,1,2,0,1,offensive language,13514,0.0044232607,0.99557674,True
3,1,2,0,1,offensive language,7600,0.014281094,0.9857189,True
3,0,2,1,1,offensive language,24101,0.023026645,0.97697335,True
3,0,3,0,1,offensive language,3255,0.0035210252,0.996479,True
3,0,3,0,1,offensive language,15172,0.0014214516,0.99857855,True
3,0,3,0,1,offensive language,6386,0.0053468943,0.9946531,True
3,0,3,0,1,offensive language,11567,0.08538604,0.91461396,True
3,0,3,0,1,offensive language,21415,0.2393868,0.7606132,True
3,0,3,0,1,offensive language,15803,0.0059838295,0.9940162,True
3,0,3,0,1,offensive language,8667,0.018235385,0.9817646,True
3,0,3,0,1,offensive language,2382,0.0067034364,0.99329656,True
3,0,3,0,1,offensive language,14668,0.008390963,0.99160904,True
3,0,3,0,1,offensive language,18515,0.0045716763,0.9954283,True
3,0,3,0,1,offensive language,16838,0.010213375,0.9897866,True
3,0,3,0,1,offensive language,2800,0.012158096,0.9878419,True
3,0,3,0,1,offensive language,7852,0.0830853,0.9169147,True
3,0,3,0,1,offensive language,3022,0.08244532,0.9175547,True
3,0,2,1,1,offensive language,5488,0.031037033,0.96896297,True
3,2,1,0,0,hate speech,14709,0.35473526,0.64526474,True
3,0,3,0,1,offensive language,20417,0.60706776,0.39293224,False
3,0,3,0,1,offensive language,13537,0.9842586,0.01574143,False
3,0,3,0,1,offensive language,7345,0.11671919,0.8832808,True
3,0,3,0,1,offensive language,8737,0.072629154,0.92737085,True
6,2,4,0,1,offensive language,23546,0.0051389337,0.99486107,True
3,0,3,0,1,offensive language,9438,0.5107913,0.48920867,False
3,0,3,0,1,offensive language,8347,0.059611797,0.9403882,True
3,0,3,0,1,offensive language,373,0.105288565,0.89471143,True
3,0,3,0,1,offensive language,23598,0.002724111,0.9972759,True
3,3,0,0,0,hate speech,17257,0.014734447,0.98526555,True
3,0,3,0,1,offensive language,2984,0.96003175,0.039968263,False
3,0,3,0,1,offensive language,11776,0.020838916,0.9791611,True
3,0,3,0,1,offensive language,2932,0.018455744,0.98154426,True
6,1,5,0,1,offensive language,2114,0.017977178,0.9820228,True
3,2,1,0,0,hate speech,3503,0.0012250543,0.99877495,True
6,0,6,0,1,offensive language,4543,0.002986312,0.9970137,True
3,0,3,0,1,offensive language,10666,0.07204133,0.92795867,True
3,0,3,0,1,offensive language,13071,0.039294124,0.9607059,True
3,0,3,0,1,offensive language,12805,0.031243682,0.9687563,True
3,1,2,0,1,offensive language,15377,0.016319633,0.98368037,True
3,0,3,0,1,offensive language,19662,0.21604127,0.78395873,True
3,0,3,0,1,offensive language,16268,0.0032532215,0.9967468,True
3,1,2,0,1,offensive language,9878,0.03140354,0.96859646,True
6,2,4,0,1,offensive language,21669,0.0013725758,0.9986274,True
3,0,3,0,1,offensive language,10036,0.026010752,0.97398925,True
3,1,2,0,1,offensive language,9589,0.018564045,0.98143595,True
3,0,3,0,1,offensive language,14873,0.1440705,0.8559295,True
3,0,3,0,1,offensive language,1713,0.05786878,0.9421312,True
3,0,3,0,1,offensive language,17842,0.029579401,0.9704206,True
3,0,3,0,1,offensive language,2770,0.30120146,0.69879854,True
3,0,3,0,1,offensive language,22912,0.0059506893,0.9940493,True
3,0,3,0,1,offensive language,18021,0.9731025,0.026897516,False
3,0,3,0,1,offensive language,7001,0.0027421117,0.9972579,True
3,0,3,0,1,offensive language,7834,0.0015048981,0.9984951,True
3,0,3,0,1,offensive language,9244,0.0020011067,0.9979989,True
3,0,3,0,1,offensive language,2613,0.0036905408,0.99630946,True
3,0,3,0,1,offensive language,15770,0.0805313,0.9194687,True
9,2,7,0,1,offensive language,9728,0.06123364,0.93876636,True
3,0,3,0,1,offensive language,6694,0.042239368,0.95776063,True
3,0,3,0,1,offensive language,24334,0.1104539,0.8895461,True
3,0,3,0,1,offensive language,4460,0.030643344,0.96935666,True
3,0,3,0,1,offensive language,15361,0.004096687,0.9959033,True
3,0,3,0,1,offensive language,21443,0.69695854,0.30304146,False
3,0,3,0,1,offensive language,14052,0.008549511,0.9914505,True
3,0,3,0,1,offensive language,10094,0.0019643903,0.9980356,True
3,0,3,0,1,offensive language,19530,0.011758983,0.988241,True
3,0,3,0,1,offensive language,19448,0.018678725,0.9813213,True
3,0,3,0,1,offensive language,6180,0.37051207,0.62948793,True
3,0,3,0,1,offensive language,19118,0.008062184,0.9919378,True
3,0,3,0,1,offensive language,35,0.008357167,0.99164283,True
3,1,2,0,1,offensive language,5985,0.34243065,0.65756935,True
9,1,8,0,1,offensive language,1136,0.04861164,0.95138836,True
3,0,3,0,1,offensive language,10134,0.0025439858,0.997456,True
3,0,3,0,1,offensive language,4386,0.003961444,0.99603856,True
3,0,3,0,1,offensive language,23133,0.970449,0.029551014,False
9,0,9,0,1,offensive language,18629,0.16654915,0.83345085,True
3,0,3,0,1,offensive language,19831,0.19731647,0.80268353,True
3,0,3,0,1,offensive language,10087,0.49538547,0.50461453,True
3,0,3,0,1,offensive language,11307,0.01443392,0.9855661,True
3,0,3,0,1,offensive language,6612,0.06437397,0.93562603,True
3,0,3,0,1,offensive language,22952,0.40956765,0.59043235,True
3,1,2,0,1,offensive language,22668,0.21368533,0.78631467,True
3,0,3,0,1,offensive language,21241,0.004614413,0.9953856,True
3,0,3,0,1,offensive language,21830,0.0078064203,0.9921936,True
3,0,3,0,1,offensive language,13997,0.6839167,0.3160833,False
3,0,3,0,1,offensive language,7376,0.019099653,0.98090035,True
3,0,3,0,1,offensive language,12136,0.14372331,0.8562767,True
3,0,2,1,1,offensive language,3302,0.5951124,0.40488762,False
3,0,3,0,1,offensive language,24599,0.0030701756,0.9969298,True
3,0,3,0,1,offensive language,251,0.0033097267,0.9966903,True
3,0,2,1,1,offensive language,16000,0.0133677125,0.9866323,True
3,0,2,1,1,offensive language,7951,0.096356034,0.90364397,True
3,0,3,0,1,offensive language,13792,0.0049275756,0.9950724,True
3,0,3,0,1,offensive language,4041,0.7930708,0.20692919,False
3,0,3,0,1,offensive language,8861,0.002387762,0.99761224,True
3,0,3,0,1,offensive language,4881,0.018820226,0.9811798,True
3,0,3,0,1,offensive language,17339,0.08261466,0.91738534,True
3,0,3,0,1,offensive language,12476,0.027973175,0.9720268,True
3,0,3,0,1,offensive language,3023,0.005605817,0.9943942,True
6,0,6,0,1,offensive language,2768,0.015360951,0.98463905,True
3,0,3,0,1,offensive language,7973,0.03218782,0.9678122,True
3,1,2,0,1,offensive language,3645,0.0223037,0.9776963,True
3,0,3,0,1,offensive language,15855,0.06870431,0.9312957,True
4,1,3,0,1,offensive language,16353,0.8316449,0.16835509,False
3,0,3,0,1,offensive language,6751,0.87844026,0.12155977,False
6,0,6,0,1,offensive language,12041,0.9259794,0.074020594,False
3,0,3,0,1,offensive language,503,0.08585948,0.9141405,True
3,0,2,1,1,offensive language,7412,0.03248799,0.967512,True
3,0,3,0,1,offensive language,21632,0.12230307,0.87769693,True
6,0,6,0,1,offensive language,17588,0.12014824,0.87985176,True
3,0,3,0,1,offensive language,7558,0.012315273,0.9876847,True
6,0,6,0,1,offensive language,7053,0.047839224,0.9521608,True
3,1,2,0,1,offensive language,7267,0.015654266,0.98434573,True
3,0,3,0,1,offensive language,8291,0.012400031,0.98759997,True
3,0,3,0,1,offensive language,17692,0.8665439,0.1334561,False
3,1,2,0,1,offensive language,13498,0.00687629,0.9931237,True
3,0,3,0,1,offensive language,17481,0.029955745,0.97004426,True
3,0,3,0,1,offensive language,23111,0.0060272813,0.9939727,True
3,0,2,1,1,offensive language,15466,0.004341364,0.99565864,True
3,0,3,0,1,offensive language,18035,0.11831987,0.88168013,True
3,1,2,0,1,offensive language,15598,0.00590086,0.99409914,True
3,0,3,0,1,offensive language,1165,0.039344728,0.9606553,True
3,0,3,0,1,offensive language,11404,0.05418682,0.9458132,True
3,0,3,0,1,offensive language,9385,0.019238412,0.9807616,True
3,2,1,0,0,hate speech,3161,0.09842509,0.9015749,True
3,0,3,0,1,offensive language,599,0.0026077032,0.9973923,True
3,0,3,0,1,offensive language,6020,0.0036105514,0.99638945,True
6,0,6,0,1,offensive language,18757,0.0516572,0.9483428,True
6,1,4,1,1,offensive language,4840,0.45205104,0.54794896,True
9,0,9,0,1,offensive language,4869,0.0029582381,0.99704176,True
3,0,3,0,1,offensive language,24447,0.16291624,0.83708376,True
3,0,3,0,1,offensive language,23053,0.09112209,0.9088779,True
3,0,3,0,1,offensive language,12594,0.04622376,0.95377624,True
3,1,2,0,1,offensive language,859,0.0068205595,0.99317944,True
3,0,3,0,1,offensive language,16770,0.10666603,0.893334,True
3,0,2,1,1,offensive language,15179,0.42333812,0.5766619,True
3,0,3,0,1,offensive language,19940,0.0539093,0.9460907,True
3,1,2,0,1,offensive language,5303,0.1555748,0.8444252,True
3,1,2,0,1,offensive language,19589,0.0031775236,0.9968225,True
6,0,6,0,1,offensive language,5246,0.08103573,0.91896427,True
3,0,3,0,1,offensive language,10977,0.71891177,0.28108823,False
3,0,3,0,1,offensive language,8006,0.12258452,0.8774155,True
6,0,6,0,1,offensive language,9231,0.0019401908,0.9980598,True
3,0,2,1,1,offensive language,12197,0.010297239,0.98970276,True
3,0,3,0,1,offensive language,9453,0.005502045,0.99449795,True
3,2,1,0,0,hate speech,5808,0.0014887452,0.99851125,True
3,0,3,0,1,offensive language,20052,0.010911584,0.9890884,True
3,1,2,0,1,offensive language,7190,0.002723515,0.9972765,True
3,0,3,0,1,offensive language,7202,0.014613152,0.98538685,True
3,0,3,0,1,offensive language,20825,0.0021795034,0.9978205,True
3,1,2,0,1,offensive language,9929,0.09542668,0.9045733,True
3,2,1,0,0,hate speech,3125,0.053913772,0.9460862,True
3,2,1,0,0,hate speech,6083,0.052878678,0.9471213,True
3,2,1,0,0,hate speech,5832,0.15586597,0.84413403,True
3,0,3,0,1,offensive language,9567,0.16732228,0.8326777,True
3,1,2,0,1,offensive language,8601,0.026268423,0.9737316,True
6,0,6,0,1,offensive language,12717,0.8885194,0.111480616,False
3,1,2,0,1,offensive language,21888,0.012925386,0.9870746,True
3,0,2,1,1,offensive language,12515,0.23144466,0.76855534,True
3,0,3,0,1,offensive language,5459,0.0026242733,0.9973757,True
3,0,3,0,1,offensive language,24492,0.005944371,0.9940556,True
3,0,3,0,1,offensive language,23866,0.0020903945,0.9979096,True
3,0,3,0,1,offensive language,12116,0.045207202,0.9547928,True
3,1,2,0,1,offensive language,20320,0.34181905,0.65818095,True
3,1,2,0,1,offensive language,19159,0.6056459,0.39435413,False
3,0,3,0,1,offensive language,22199,0.537987,0.46201304,False
3,0,3,0,1,offensive language,17927,0.88529783,0.11470218,False
3,0,2,1,1,offensive language,1838,0.9631287,0.03687131,False
3,0,3,0,1,offensive language,6030,0.08381814,0.91618186,True
3,0,3,0,1,offensive language,10029,0.04726994,0.95273006,True
3,0,3,0,1,offensive language,24465,0.03541255,0.96458745,True
3,0,3,0,1,offensive language,24725,0.6145716,0.38542843,False
3,0,3,0,1,offensive language,20179,0.035844147,0.96415585,True
3,1,2,0,1,offensive language,20313,0.010688245,0.98931175,True
3,0,3,0,1,offensive language,23376,0.0019019246,0.9980981,True
3,0,3,0,1,offensive language,22570,0.0900417,0.9099583,True
3,1,2,0,1,offensive language,13310,0.020468712,0.9795313,True
3,0,3,0,1,offensive language,23759,0.021005869,0.97899413,True
3,0,3,0,1,offensive language,13962,0.009549558,0.99045044,True
3,0,3,0,1,offensive language,6920,0.005809307,0.9941907,True
3,0,3,0,1,offensive language,1246,0.031869233,0.96813077,True
3,0,3,0,1,offensive language,15322,0.9783295,0.021670496,False
3,0,3,0,1,offensive language,16850,0.06508523,0.93491477,True
3,1,2,0,1,offensive language,14474,0.018403828,0.9815962,True
3,0,3,0,1,offensive language,9053,0.017716348,0.98228365,True
3,0,3,0,1,offensive language,5313,0.35474658,0.6452534,True
3,0,3,0,1,offensive language,22719,0.29461485,0.70538515,True
6,0,5,1,1,offensive language,20995,0.024229288,0.9757707,True
3,0,2,1,1,offensive language,18495,0.06582308,0.9341769,True
3,0,3,0,1,offensive language,13056,0.023637474,0.9763625,True
3,0,3,0,1,offensive language,22439,0.17742711,0.8225729,True
3,0,3,0,1,offensive language,12539,0.0039873123,0.9960127,True
3,0,3,0,1,offensive language,10737,0.035109103,0.9648909,True
3,0,3,0,1,offensive language,11665,0.09821081,0.9017892,True
3,0,3,0,1,offensive language,18776,0.07605028,0.9239497,True
3,1,2,0,1,offensive language,8220,0.093999386,0.9060006,True
3,0,3,0,1,offensive language,360,0.0034649372,0.99653506,True
3,0,3,0,1,offensive language,20475,0.09521717,0.90478283,True
