count,hate_speech_count,offensive_language_count,neither_count,class,label_name,dataset_index,P_non_tox_source,P_tox_source,toxic_bert_positive
6,0,6,0,1,offensive language,9231,0.0019401908,0.9980598,True
3,0,3,0,1,offensive language,4386,0.003961444,0.99603856,True
3,1,2,0,1,offensive language,3494,0.0016776919,0.9983223,True
3,1,2,0,1,offensive language,20320,0.34181905,0.65818095,True
3,2,1,0,0,hate speech,4734,0.28729004,0.71270996,True
3,0,3,0,1,offensive language,14775,0.023122072,0.9768779,True
3,0,3,0,1,offensive language,23408,0.032021523,0.9679785,True
3,0,3,0,1,offensive language,15702,0.0062473416,0.99375266,True
3,1,2,0,1,offensive language,14474,0.018403828,0.9815962,True
3,0,3,0,1,offensive language,6075,0.006942153,0.99305785,True
3,0,3,0,1,offensive language,21944,0.007757008,0.992243,True
3,0,3,0,1,offensive language,6074,0.0029135346,0.99708647,True
3,1,2,0,1,offensive language,619,0.2870487,0.7129513,True
3,0,3,0,1,offensive language,5344,0.026137054,0.97386295,True
3,0,3,0,1,offensive language,11632,0.030594409,0.9694056,True
3,0,3,0,1,offensive language,11412,0.0097721815,0.9902278,True
3,1,2,0,1,offensive language,8220,0.093999386,0.9060006,True
3,0,3,0,1,offensive language,24437,0.066360176,0.9336398,True
3,0,3,0,1,offensive language,9053,0.017716348,0.98228365,True
